Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Smedning og valsning af metal samt pulvermetallurgi,Maskinforarbejdning af metal,Fremstilling af håndværktøj,Fremstilling af andre færdige metalprodukter i.a.n.,Overfladebehandling af metal,Fremstilling af metalkonstruktioner og dele heraf,Fremstilling af døre og vinduer af metal,Fremstilling af andre tanke og beholdere af metal,Fremstilling af våben og ammunition,Fremstilling af låse og hængsler,"Fremstilling af bestik, skære- og klipperedskaber","Fremstilling af trådvarer, kæder og fjedre","Fremstilling af lukkeanordninger, bolte, skruer og møtrikker",Fremstilling af metaltønder og lignende beholdere,Fremstilling af letmetalemballage,Varmebehandling af metal,"Fremstilling af radiatorer, damp- og fyringskedler til centralvarmeanlæg"
Midt-Vest Stål Metal ApS,"Galgemosevej 36, 7500 Holstebro",Holstebro,10.09.2018,3.0,Mikro,Anpartsselskab,39849933,50.0,818000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HANSENS METAL A/S,"Bækgårdsvej 68, 4140 Borup",Køge,30.06.1995,2.0,Mikro,Aktieselskab,18663236,825.0,-221000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KOATEK A/S,"Håndværkervej 32, 3630 Jægerspris",Frederikssund,18.12.1986,107.0,Mellemstor,Aktieselskab,10604001,556.0,25211000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S ØSTBIRK BYGNINGSINDUSTRI,"Ryvej 21, 8752 Østbirk",Horsens,30.10.1950,514.0,Stor,Aktieselskab,45557219,10.1,311595000.0,DKK,2023.0,1,1,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORD-CHROM SINDAL ApS,"Tyrsigvej 2, 9870 Sindal",Hjørring,01.10.1987,3.0,Mikro,Anpartsselskab,11494692,125.0,1133000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EURO-FLEX ApS,"Nørremarken 5-9, 6753 Agerbæk",Varde,01.01.2003,Ikke oplyst,Ikke oplyst,Anpartsselskab,27013856,125.0,339000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGSKOV MASKINFABRIK A/S,"Haslevvej 6-8, 4100 Ringsted",Ringsted,26.02.2002,58.0,Mellemstor,Aktieselskab,26488745,1.0,9856000.0,DKK,2023.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCM CORE ApS,"Hasselager Centervej 1, 8260 Viby J",Århus,10.06.2004,Ikke oplyst,Ikke oplyst,Anpartsselskab,27917666,40.0,,nan,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METALSERVICE ApS,"Lundagervej 39, 8723 Løsning",Hedensted,01.09.2000,2.0,Mikro,Anpartsselskab,25655230,125.0,1243000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skelmose Steel ApS,"Stenhuggervej 13, 6710 Esbjerg V",Esbjerg,30.01.2023,9.0,Mikro,Anpartsselskab,43829025,40.0,2607000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SME-KON ApS,"Hvidager 4, 7860 Spøttrup",Skive,02.09.2003,1.0,Mikro,Anpartsselskab,27322980,125.0,931000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uldall Maskin-Teknik ApS,"Jernet 37, 6000 Kolding",Kolding,14.06.2023,4.0,Mikro,Anpartsselskab,44116634,40.0,2360000.0,DKK,2024.0,0,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIBERG & WIBERG ApS,"Nyrupvej 43, 4180 Sorø",Sorø,27.06.2006,3.0,Mikro,Anpartsselskab,27527906,125.0,269000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FIOTEK RUSTFRI STÅL A/S,"Agerhatten 11, 5220 Odense SØ",Odense,28.06.2004,22.0,Lille,Aktieselskab,26990343,500.0,8619000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FJELSØ ENTREPRISE KBH. A/S,"Islevdalvej 186, 2610 Rødovre",Rødovre,01.07.2013,9.0,Mikro,Aktieselskab,35401369,1.5,8023000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UV PRINTPARTNER ApS,"Livøvej 11, 8800 Viborg",Viborg,26.06.1997,Ikke oplyst,Ikke oplyst,Anpartsselskab,20238402,251.0,,nan,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEDEGAARD INDUSTRIES A/S,"Industriparken 24, 9560 Hadsund",Mariagerfjord,26.06.2001,3.0,Mikro,Aktieselskab,26116996,500.0,3549000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJ RUSTFRI STÅL ApS,"Lundeborgvej 6 A, 9220 Aalborg Øst",Aalborg,13.05.2008,5.0,Mikro,Anpartsselskab,31428513,125.0,1187000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordoors ApS,"Dalevænget 3, 3080 Tikøb",Helsingør,09.09.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42675636,40.0,79000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UT Service ApS,"Krebsens Kvarter 18, 6710 Esbjerg V",Esbjerg,25.08.2020,3.0,Mikro,Anpartsselskab,41626844,40.0,1859000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ØK Solution ApS,"Bolderslev Nørregade 7, 6392 Bolderslev",Aabenraa,18.08.2020,3.0,Mikro,Anpartsselskab,41607157,40.0,1592000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T. E. Smedemontage ApS,"Præstemarksvej 5, 4241 Vemmelev",Slagelse,01.11.2004,5.0,Mikro,Anpartsselskab,28149611,125.0,2115000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Altors A/S,"Vesterled 2, 7000 Fredericia",Fredericia,31.01.2023,2.0,Mikro,Aktieselskab,43814958,400.0,650000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMV STÅL ApS,"Troldeparken 7, 7323 Give",Vejle,01.11.1990,Ikke oplyst,Ikke oplyst,Anpartsselskab,14735747,350.0,-56000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.K.S. RUSTFRI A/S,"Stamholmen 71, 2650 Hvidovre",Hvidovre,06.05.1954,22.0,Lille,Aktieselskab,20311711,2.0,4719000.0,DKK,2023.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ÅSTRUPLUND SMEDE- OG MASKINVÆRKSTED A/S,"Åstruplundvej 39, 8740 Brædstrup",Horsens,12.03.1996,3.0,Mikro,Aktieselskab,19176991,700.0,1182000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOMETECH A/S,"Nordkrogen 5 B, 7300 Jelling",Vejle,17.02.2014,4.0,Mikro,Aktieselskab,35664181,400.0,1298000.0,DKK,2023.0,0,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DF MASKINTEKNIK ApS,"Industrihegnet 14 A, 4030 Tune",Greve,01.11.2012,6.0,Mikro,Anpartsselskab,32317405,80.0,4440000.0,DKK,2024.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACADEPARTNER ApS,"Baungårdsvej 65, 6600 Vejen",Vejen,07.11.2014,1.0,Mikro,Anpartsselskab,36435585,50.0,1527000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JSK Container A/S,"Svalehøjvej 22, 3650 Ølstykke",Egedal,30.06.2015,12.0,Lille,Aktieselskab,36942835,500.0,10748000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mion Technology ApS,"Kastanjehaven 24, 7080 Børkop",Vejle,24.07.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36971053,40.0,80000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSE HOLM A/S,"Vassingerødvej 84, 3540 Lynge",Allerød,12.08.2010,39.0,Lille,Aktieselskab,33078056,2.0,34043000.0,DKK,2024.0,1,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Stenderup Smede - og maskinværksted ApS,"Smedevænget 3, 8781 Stenderup",Hedensted,16.04.2015,4.0,Mikro,Anpartsselskab,36980257,150.0,1078000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MH Staalgaard ApS,"Klostervej 4, 4880 Nysted",Guldborgsund,30.05.2017,6.0,Mikro,Anpartsselskab,38673858,50.0,1702000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEKEA - DAN TRIM ApS,"Højvejen 18, 8860 Ulstrup",Favrskov,17.06.2009,1.0,Mikro,Anpartsselskab,32284205,125.0,738000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALAX VÆRKTØJ A/S,"Enebærvej 10, 8653 Them",Silkeborg,01.07.1980,13.0,Lille,Aktieselskab,66063216,600.0,10904000.0,DKK,2024.0,0,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOOR SYSTEM A/S,"Agerskovvej 16, 8362 Hørning",Skanderborg,23.06.1998,88.0,Mellemstor,Aktieselskab,21226734,751.0,68310000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMED JS JENSEN ApS,"Kirkevænget 39, 6870 Ølgod",Varde,02.01.2014,1.0,Mikro,Anpartsselskab,35641424,50.0,3315000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWAN 1 ApS,"Store Strandstræde 21, 1255 København K",København,14.02.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31264685,125.0,-30000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FM Kristensen ApS,"Trimlebakken 4, 6800 Varde",Varde,11.06.2010,6.0,Mikro,Anpartsselskab,33040563,80.0,1342000.0,DKK,2024.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HINNERUP MASKINVÆRKSTED A/S,"Læsøvej 1, 8382 Hinnerup",Favrskov,04.07.2007,13.0,Lille,Aktieselskab,30704762,500.0,5390000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLÆRE SEAL ApS,"Fælledvej 4, 9600 Aars",Vesthimmerland,09.07.2007,1.0,Mikro,Anpartsselskab,30713133,125.0,858000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEEL PARTNERS ApS,"Industrivej 51, 6760 Ribe",Esbjerg,02.06.2014,3.0,Mikro,Anpartsselskab,35863214,500.0,1501000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordisk Staal Coating ApS,"Industrivej 25-27, 3300 Frederiksværk",Halsnæs,24.06.2004,Ikke oplyst,Ikke oplyst,Anpartsselskab,26993229,125.0,169000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MULTIMA ApS,"Kvarmløsevej 11, 4340 Tølløse",Holbæk,07.10.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,26812402,125.0,23000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BL Støjisolering A/S,"Tåstruphøj 40, 4300 Holbæk",Holbæk,01.01.1989,7.0,Mikro,Aktieselskab,12843836,500.0,2374000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bagpipe ApS,"Rakelsvej 2 1 tv, 2900 Hellerup",Gentofte,22.12.2009,Ikke oplyst,Ikke oplyst,Anpartsselskab,32660940,125.0,7000.0,DKK,2023.0,0,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holseb Group ApS,"Sasserupvej 42, 4300 Holbæk",Holbæk,07.06.2021,1.0,Mikro,Anpartsselskab,42443999,40.0,145000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIDTJYDEN STALDINVENTAR ApS,"Industriparken 35, 7400 Herning",Herning,08.05.2008,5.0,Mikro,Anpartsselskab,31422442,250.0,1426000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STI A/S,"Egedal 17, 6100 Haderslev",Haderslev,10.05.2023,Ikke oplyst,Ikke oplyst,Aktieselskab,44059088,2.0,-379000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JERNPLADSEN & K.E.N. ApS,"Poppelgårdvej 3-5, 2860 Søborg",Gladsaxe,01.01.2004,7.0,Mikro,Anpartsselskab,27572189,125.0,4164000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pro Coatings ApS,"Askærgårdvej 80, 6800 Varde",Varde,09.05.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43257757,40.0,65000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LS spånteknik ApS,"Teglvænget 135 C, 7400 Herning",Herning,16.06.2015,1.0,Mikro,Anpartsselskab,36924535,50.0,745000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bramming Smede ApS,"Sønderparken 107, 6740 Bramming",Esbjerg,07.07.2017,4.0,Mikro,Anpartsselskab,38781308,50.0,2136000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LETH STEEL A/S,"Ølandsvej 10, 8800 Viborg",Viborg,08.01.2009,10.0,Lille,Aktieselskab,31934109,556.0,4206000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VESTJYSK METALVARFABRIK ApS,"Løgstørvej 117, 9600 Aars",Vesthimmerland,01.07.2003,Ikke oplyst,Ikke oplyst,Anpartsselskab,10144418,125.0,412000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEROPA A/S,"Græsholmevej 50, 5700 Svendborg",Svendborg,15.03.1968,28.0,Lille,Aktieselskab,51400216,1.0,12925000.0,DKK,2023.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RC Smedie & Montage ApS,"Gl Egebjergvej 23, 8700 Horsens",Horsens,22.03.2019,2.0,Mikro,Anpartsselskab,40379029,50.0,751000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METALVAREFABRIKKEN STRUER A/S,"Industrivej 4, 7600 Struer",Struer,22.08.1979,3.0,Mikro,Aktieselskab,87196828,600.0,826000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.E. JUNCKER A/S,"Hovedgaden 6 C, 4050 Skibby",Frederikssund,28.11.1983,12.0,Lille,Aktieselskab,30500016,500.0,11728000.0,DKK,2023.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SØBY CNC A/S,"Sneppevang 1, 3450 Allerød",Allerød,29.06.1999,10.0,Lille,Aktieselskab,21830941,500.0,10953000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DanCoat Havnen ApS,"Havdigevej 35, 6700 Esbjerg",Esbjerg,02.01.1991,Ikke oplyst,Ikke oplyst,Anpartsselskab,14758941,126.0,1480000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JYDSK METALLISATOR A/S,"Fabrikvej 7, 8260 Viby J",Århus,28.10.1999,2.0,Mikro,Aktieselskab,24996352,1.0,780000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMRO A/S,"Skrænten 11, 9610 Nørager",Rebild,01.04.2002,34.0,Lille,Aktieselskab,26548004,400.0,23276000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABILDGAARD BLIK ApS,"Kabbelejevej 11, 7500 Holstebro",Holstebro,27.06.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,36027509,50.0,-138000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERPLET ApS,"Jernbanegade 38, 8961 Allingåbro",Norddjurs,06.06.1975,1.0,Mikro,Anpartsselskab,52239613,126.0,459000.0,DKK,2023.0,0,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJ TOOLS ApS,"Tofteager 8, 6752 Glejbjerg",Vejen,24.11.2010,7.0,Mikro,Anpartsselskab,33354975,80.0,7014000.0,DKK,2024.0,1,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GULDBJERG MASKINFABRIK A/S,"Bredgade 83, 5485 Skamby",Nordfyns,21.06.2001,15.0,Lille,Aktieselskab,26088232,500.0,0.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVM REKLAME ApS,"Aarhusvej 36, 4800 Nykøbing F",Guldborgsund,21.12.1990,8.0,Mikro,Anpartsselskab,14824685,375.0,2630000.0,DKK,2024.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNIBOLT A/S,"Grønlandsvej 187, 7100 Vejle",Vejle,15.05.1959,25.0,Lille,Aktieselskab,43242318,2.0,6862000.0,DKK,2023.0,1,1,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Beritech Randers A/S,"Kertemindevej 44-46, 8940 Randers SV",Randers,25.01.1980,43.0,Lille,Aktieselskab,88773713,1.0,27169000.0,DKK,2023.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KV Svejs ApS,"Ålborgvej 622, 9330 Dronninglund",Brønderslev-Dronninglund,24.02.2021,13.0,Lille,Anpartsselskab,42155438,40.0,9501000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCANPAN A/S,"Industrivej 49, 8550 Ryomgård",Syddjurs,27.01.1977,105.0,Mellemstor,Aktieselskab,80673612,1.0,20909000.0,DKK,2023.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUNDBY TRAPPER A/S,"Smedevej 4-6, 7950 Erslev",Morsø,23.05.1997,11.0,Lille,Aktieselskab,20056738,670.0,3742000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS WIND Offshore Procurement ApS,"Nørredybet 1, 9220 Aalborg Øst",Aalborg,21.06.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40606408,400.0,1022000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Gravering ApS,"Byleddet 3 A, 4000 Roskilde",Roskilde,23.06.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44134977,40.0,112000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEMA SPECIAL TEKNIK A/S,"Sandtoften 1, 2820 Gentofte",Gentofte,27.06.1986,7.0,Mikro,Aktieselskab,10292441,500.0,3850000.0,DKK,2023.0,0,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arcticod ApS,"Lokesvej 10, 8230 Åbyhøj",Århus,24.05.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44077086,40.0,0.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gardit A/S,"Krogsgårdsvej 6, 8620 Kjellerup",Silkeborg,11.04.1983,39.0,Lille,Aktieselskab,72004515,7.5,22129000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS Montage og Smedie ApS,"Smedetoften 1 A, 8660 Skanderborg",Skanderborg,05.06.2018,1.0,Mikro,Anpartsselskab,39618427,50.0,994000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHS. BERTELSEN OG SØN A/S,"Nyborgvej 174, 5220 Odense SØ",Odense,20.12.1989,Ikke oplyst,Ikke oplyst,Aktieselskab,13744998,500.0,-34000.0,DKK,2024.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMN A/S,"Midtager 22, 2605 Brøndby",Brøndby,01.10.1991,12.0,Lille,Aktieselskab,15451335,600.0,11817000.0,DKK,2024.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORDSJÆLLANDS METALSTØBERI A/S,"Industrivej 5, 3320 Skævinge",Hillerød,01.08.1992,22.0,Lille,Aktieselskab,16314080,600.0,10340000.0,DKK,2023.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGC Denmark ApS,"Arkturus Alle 3, 2770 Kastrup",Tårnby,04.09.2020,1.0,Mikro,Anpartsselskab,41661607,40.0,1403000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
