Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af friske bageriprodukter,Anden forarbejdning og konservering af frugt og grøntsager,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",Fremstilling af mejeriprodukter,Fremstilling af færdige foderblandinger til landbrugsdyr,Fremstilling af andre fødevarer i.a.n.,Fremstilling af færdigretter,"Fremstilling af kakao, chokolade og sukkervarer",Fremstilling af kød- og fjerkrækødprodukter,Fremstilling af homogeniserede produkter og diætmad,Fremstilling af stivelse og stivelsesprodukter,Fremstilling af konsumis,Industriel fremstilling af brød og kager mv.,Fremstilling af mølleriprodukter,Fremstilling af olier og fedtstoffer,Forarbejdning af te og kaffe,Forarbejdning af andet kød,Fremstilling af frugt- og grøntsagssaft,Fremstilling af margarine o.lign. spiselige fedtstoffer,Fremstilling af færdige foderblandinger til kæledyr,Fremstilling af smagspræparater og krydderier,Fremstilling af dejprodukter,"Fremstilling af tvebakker, kiks, konserverede kager, tærter mv.",Forarbejdning og konservering af fjerkrækød,Fremstilling af fiskemel,Forarbejdning af svinekød,Forarbejdning og konservering af kartofler,Fremstilling af sukker
NYBØL BAGERI ApS,"Amtsvejen 13, 6400 Sønderborg",Sønderborg,01.10.1994,57.0,Mellemstor,Anpartsselskab,18128748,200,7847000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordsjællands Fællesmølleri A/S,"Amtsvejen 280, 3390 Hundested",Halsnæs,11.10.2018,2.0,Mikro,Aktieselskab,39971895,1.345,456000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEVEL SLAGTERI A/S,"Søgårdvej 28, 7830 Vinderup",Holstebro,01.01.2002,17.0,Lille,Aktieselskab,26686997,2.500,16586000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ROBERT DAMKJÆR A/S,"Anslet Landevej 10, 6100 Haderslev",Haderslev,27.12.1982,139.0,Mellemstor,Aktieselskab,73110513,10.300,18805000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorenku A/S,"Teglværksvej 11, 4733 Tappernøje",Næstved,01.02.2017,15.0,Lille,Aktieselskab,38474669,500,4764000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bageriet Blond ApS,"Haraldsgade 5, 2200 København N",København,05.02.2021,23.0,Lille,Anpartsselskab,42105635,40,3657000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
À PART - COPENHAGEN ApS,"Luftmarinegade 58, 1432 København K",København,12.08.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,36070390,80,0.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaby Bagerivirksomhed ApS,"Magleøgade 10, 4220 Korsør",Slagelse,06.06.2019,7.0,Mikro,Anpartsselskab,40565795,40,733000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Svartstrand ApS,"Maglebjergvej 6, 2800 Kongens Lyngby",Lyngby-Taarbæk,26.10.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44391929,40,-30000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fungi Food ApS,"Hveensvej 16 3 tv, 2300 København S",København,01.07.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42545740,40,,nan,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Linser for livet ApS,"Bittevej 5, 8543 Hornslet",Syddjurs,12.09.2017,1.0,Mikro,Anpartsselskab,38935542,40,233000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CeaLab ApS,"Bransagervej 10, 9490 Pandrup",Jammerbugt,01.08.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40698736,40,191000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jægerspris Smørrebrød ApS,"Hovedgaden 90 A, 3630 Jægerspris",Frederikssund,23.04.2023,2.0,Mikro,Anpartsselskab,44023288,40,275000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandt Brød ApS,"Søtorvet 17, 8600 Silkeborg",Silkeborg,04.02.2021,39.0,Lille,Anpartsselskab,42094161,40,1342000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SICILIANSK IS ApS,"Skydebanegade 3, 1709 København V",København,07.04.2008,2.0,Mikro,Anpartsselskab,31367778,125,1953000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BILLUND BAGERI A/S,"Hovedgaden 20, 7190 Billund",Billund,18.12.1973,35.0,Lille,Aktieselskab,47797519,500,10344000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AALBORG CHOKOLADEN ApS,"Troensevej 4 M, 9220 Aalborg Øst",Aalborg,01.09.2006,32.0,Lille,Anpartsselskab,29842957,125,7148000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan-Liq ApS,"Teglværksvej 11, 4733 Tappernøje",Næstved,10.01.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38328093,50,-8000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SØNDERJYDSK KÅL ApS,"Hirsevej 19, 6100 Haderslev",Haderslev,01.03.1987,8.0,Mikro,Anpartsselskab,10925231,200,5168000.0,DKK,2024.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WATER KING ApS,"Fjællebrovejen 76, 5600 Faaborg",Faaborg-Midtfyn,20.11.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,26880971,200,739000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIVING - SUPERFOOD ApS,"Hyttenvej 17, 9352 Dybvad",Frederikshavn,29.12.2014,3.0,Mikro,Anpartsselskab,36482133,50,1774000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordic POLY N PRO ApS,"Ankervej 1, 4800 Nykøbing F",Guldborgsund,30.12.2019,3.0,Mikro,Anpartsselskab,41038047,40,1233000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foodforfriends ApS,"Assensvej 67, 5750 Ringe",Faaborg-Midtfyn,19.12.2018,4.0,Mikro,Anpartsselskab,40108904,50,798000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATER FOOD A/S,"Søvejen 10, 7830 Vinderup",Holstebro,21.12.1987,132.0,Mellemstor,Aktieselskab,11794548,500,83157000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maripure ApS,"Klostermarken 20, 9000 Aalborg",Aalborg,30.11.2020,9.0,Mikro,Anpartsselskab,41897724,71,2835000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xocolatl Christiansfeld ApS,"Storegade 11 A st, 6100 Haderslev",Haderslev,13.03.2012,48.0,Lille,Anpartsselskab,34458375,110,14466000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BODENHOFFS BAGERI ApS,"Finsensvej 54, 2000 Frederiksberg",Frederiksberg,01.07.1998,306.0,Stor,Anpartsselskab,21061883,125,50728000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bageriet Hjortevænget ApS,"Hjortevænget 83, 2880 Bagsværd",Gladsaxe,11.12.2016,23.0,Lille,Anpartsselskab,38246399,1.750,3571000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROKKEDAHL FOOD ApS,"Vårvej 65, 9240 Nibe",Aalborg,16.03.2011,77.0,Mellemstor,Anpartsselskab,33576382,204,41407000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Konditori Petit ApS,"Østre Stationsvej 33 st, 5000 Odense C",Odense,07.06.2023,1.0,Mikro,Anpartsselskab,44101505,40,-50000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricco's Kaffe ApS,"Amager Landevej 119, 2770 Kastrup",Tårnby,06.01.2017,60.0,Mellemstor,Anpartsselskab,38310976,40,14972000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mycoffee ApS,"St Nørlundvej 1, 7361 Ejstrupholm",Ikast-Brande,17.08.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44241595,40,154000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEMO-PHARM A/S,"Hasselvej 1, 4780 Stege",Vordingborg,15.04.1986,32.0,Lille,Aktieselskab,10216109,400,12326000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pompei Ribe ApS,"Saltgade 7 A, 6760 Ribe",Esbjerg,21.04.2015,28.0,Lille,Anpartsselskab,36718501,50,6617000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ismejeriet Thy ApS,"Hundborgvej 139, 7700 Thisted",Thisted,16.12.2014,15.0,Lille,Anpartsselskab,36463848,500,8681000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Licious ApS,"Tønnesgade 6, 7100 Vejle",Vejle,01.05.2023,3.0,Mikro,Anpartsselskab,44059215,40,-90000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green-Passion ApS,"Præstevænget 5, 4850 Stubbekøbing",Guldborgsund,16.03.2018,1.0,Mikro,Anpartsselskab,39415437,40,285000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TELL FISK ApS,"Hyttefadsvej 11, 9970 Strandby",Frederikshavn,27.06.1990,12.0,Lille,Anpartsselskab,14533745,125,4126000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saftig kaffe ApS,"Amagerbrogade 250 3 tv, 2300 København S",København,05.12.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40992545,50,-20000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ziropa ApS,"Universitetsbyen 7, 8000 Aarhus C",Århus,11.04.2019,3.0,Mikro,Anpartsselskab,40444238,45,,nan,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOLM PØLSER ApS,"Møllegade 39, 6430 Nordborg",Sønderborg,01.09.2008,1.0,Mikro,Anpartsselskab,31745411,125,575000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK VILOMIX A/S,"Sjellebrovej 10, 8544 Mørke",Syddjurs,05.04.1983,102.0,Mellemstor,Aktieselskab,70649217,7.825,122786000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUNNY JUICE FLESNERS FRUGTINDUSTRI ApS,"Lillevej 3, 5592 Ejby",Middelfart,30.06.2005,13.0,Lille,Anpartsselskab,28862571,125,6282000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kvalitetstransport ApS,"Rantzausbakke 82 2 4, 8700 Horsens",Horsens,03.01.2023,7.0,Mikro,Anpartsselskab,43753592,70,448000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hvidebæk Slagteri og Pølsefabrik ApS,"Industrivej 17 D, 4490 Jerslev Sjælland",Kalundborg,05.03.2015,69.0,Mellemstor,Anpartsselskab,36686278,50,14899000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Snitgrønt.dk ApS,"Holkebjergvej 100, 5250 Odense SV",Odense,19.06.2017,7.0,Mikro,Anpartsselskab,38743732,50,1854000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orkla Care A/S,"Industrigrenen 10, 2635 Ishøj",Ishøj,01.03.1992,290.0,Stor,Aktieselskab,16173592,11.938,288318000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlsro Bageri ApS,"Tårnvej 213, 2610 Rødovre",Rødovre,06.09.2021,10.0,Lille,Anpartsselskab,42654833,40,2327000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLAR SEAFOOD DENMARK A/S,"Baldrianvej 2, 9310 Vodskov",Aalborg,01.10.1987,170.0,Mellemstor,Aktieselskab,11369677,2.040,277410000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prolog Coffee ApS,"Marguerite Vibys Plads 1, 2000 Frederiksberg",Frederiksberg,16.02.2016,33.0,Lille,Anpartsselskab,37459836,77,7948000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomega Denmark A/S,"Willemoesvej 26, 9850 Hirtshals",Hjørring,25.09.2020,19.0,Lille,Aktieselskab,41780355,400,-26247000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Københavns Bageri ApS,"Flaskehalsen 22, 1799 København V",København,05.07.2022,20.0,Lille,Anpartsselskab,43374974,40,4144000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO-RO A/S,"Holmensvej 11, 3600 Frederikssund",Frederikssund,27.10.1958,291.0,Stor,Aktieselskab,63548715,23.000,170097000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hegnsholt Friland ApS,"Tangvejen 3, 8410 Rønde",Syddjurs,23.03.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36697784,70,10000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mille's Minis ApS,"Naurbjergvej 62 A, 4622 Havdrup",Solrød,09.04.2018,2.0,Mikro,Anpartsselskab,39477076,50,-41000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frisk Fisken Grenaa ApS,"Ålsrodevej 68, 8500 Grenaa",Norddjurs,08.02.2023,18.0,Lille,Anpartsselskab,43836447,40,2268000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Den Lille Chokoladefabrik ApS,"Nødagervej 4, 8560 Kolind",Syddjurs,01.02.2022,1.0,Mikro,Anpartsselskab,43027093,100,-261000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foodproduction - Delikatesse ApS,"Søndergade 19 G, 8464 Galten",Skanderborg,21.02.2022,15.0,Lille,Anpartsselskab,43071645,40,588000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meliora Bio ApS,"Asnæsvej 16 B, 4400 Kalundborg",Kalundborg,30.03.2020,68.0,Mellemstor,Anpartsselskab,41266589,3.000,-7842000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAB SCIENCE ApS,"Vesterfælledvej 19 4 th, 1750 København V",København,18.09.2013,Ikke oplyst,Ikke oplyst,Anpartsselskab,35477799,80,467000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danish Speciality Foods AAL DK A/S,"Hagensvej 18, 9530 Støvring",Rebild,03.10.1994,14.0,Lille,Aktieselskab,18066602,25.000,12158000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nordic Roasting Co ApS,"Uplandsgade 70, 2300 København S",København,04.06.2020,6.0,Mikro,Anpartsselskab,41406852,40,1779000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLIG ANDERS KONDITORIET SLAGELSE ApS,"Valbyvej 11, 4200 Slagelse",Slagelse,02.01.1996,25.0,Lille,Anpartsselskab,24217167,201,4000000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mammis Gelato ApS,"Krogsvej 13, 8382 Hinnerup",Favrskov,08.09.2016,5.0,Mikro,Anpartsselskab,38014781,100,3114000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLAGTEHUSET NYKØBING F. ApS,"Industriparken 4, 4960 Holeby",Lolland,23.08.2012,10.0,Lille,Anpartsselskab,34691282,80,1707000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
