Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af computere og ydre enheder,"Fremstilling af udstyr til måling, afprøvning og navigation",Fremstilling af elektronik til husholdninger,Fremstilling af kommunikationsudstyr,Fremstilling af høreapparater og dele hertil,Fremstilling af ure,Fremstilling af bestrålingsudstyr og elektromedicinsk og elektroterapeutisk udstyr,Fremstilling af elektroniske komponenter,"Fremstilling af optiske instrumenter, magnetiske og optiske medier og fotografisk udstyr",Fremstilling af printplader o.lign.
HYDRIA ELEKTRONIK ApS,"Følfodvej 36, 9310 Vodskov",Aalborg,01.07.1985,2.0,Mikro,Anpartsselskab,78753315,200,836000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timedots ApS,"Tingvejen 36 C, 6500 Vojens",Haderslev,21.11.2017,1.0,Mikro,Anpartsselskab,39101815,41,5000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
STYROMATIC A/S,"Sintrupvej 25 A, 8220 Brabrand",Århus,25.06.1984,68.0,Mellemstor,Aktieselskab,76563314,1.600,33839000.0,DKK,2024.0,0,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Unity-Tech ApS,"Gammel Strand 34, 1202 København K",København,31.03.2020,1.0,Mikro,Anpartsselskab,41272031,42,3054000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIGGO A. KJÆR ApS,"Gyvelvej 7, 2942 Skodsborg",Rudersdal,13.12.2006,1.0,Mikro,Anpartsselskab,28674082,500,386000.0,DKK,2024.0,0,0,26,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OTICON A/S,"Kongebakken 9, 2765 Smørum",Egedal,30.12.1957,1645.0,Stor,Aktieselskab,42334219,22.000,4871097000.0,DKK,2023.0,1,0,26,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Stark Services ApS,"Ericaparken 25 2 tv, 2820 Gentofte",Gentofte,20.04.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39504456,40,0.0,DKK,2024.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inurse ApS,"Borgergade 23 B, 7200 Grindsted",Billund,26.04.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37639664,50,10000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Globe Tracker ApS,"Strandgade 91, 1401 København K",København,12.10.2016,5.0,Mikro,Anpartsselskab,38102885,66.707,2464000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Unicontrol ApS,"Unsbjergvej 4 C, 5220 Odense SØ",Odense,05.12.2018,62.0,Mellemstor,Anpartsselskab,40101578,47,85562000.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotwitt ApS,"Frederiksgade 7 4 tv, 5000 Odense C",Odense,30.01.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42074659,40,385000.0,DKK,2023.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNAUDIO A/S,"Sverigesvej 15, 8660 Skanderborg",Skanderborg,19.05.2003,158.0,Mellemstor,Aktieselskab,27215556,6.003,40017000.0,DKK,2023.0,1,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kanne ApS,"Randersvej 67, 9500 Hobro",Mariagerfjord,13.11.2020,2.0,Mikro,Anpartsselskab,41846216,40,612000.0,DKK,2024.0,0,0,26,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KVISGAARDS MASKINFABRIK A/S,"Salbjergvej 34, 4622 Havdrup",Solrød,01.07.1973,35.0,Lille,Aktieselskab,47190819,3.405,26011000.0,DKK,2023.0,1,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREENPRO ApS,"Kirstinehøj 54 A, 2770 Kastrup",Tårnby,18.06.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31492939,188,-124000.0,DKK,2023.0,0,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biomathic ApS,"Hermodsgade 24 1, 2200 København N",København,07.02.2013,1.0,Mikro,Anpartsselskab,35044493,80,137000.0,DKK,2024.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aircase ApS,"Amaliegårdvej 102, 8543 Hornslet",Syddjurs,31.05.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42430935,40,-20000.0,DKK,2024.0,0,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCBMOTOR PRODUCTION ApS,"Skovholmsvej 18, 3300 Frederiksværk",Halsnæs,17.02.2015,1.0,Mikro,Anpartsselskab,36547456,131,341000.0,DKK,2024.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EGE-DATA CONSULT ApS,"Dalgasvej 5, 7470 Karup J",Viborg,01.01.1999,Ikke oplyst,Ikke oplyst,Anpartsselskab,21504645,50,-3000.0,DKK,2023.0,0,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHN BJERRUM NIELSEN A/S,"Industrivej 5, 6740 Bramming",Esbjerg,01.12.1989,114.0,Mellemstor,Aktieselskab,13703582,9.000,48446000.0,DKK,2024.0,0,0,26,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DANISH AEROTECH SALES A/S,"Fabriksvej 2, 7280 Sønder Felding",Herning,19.06.1959,Ikke oplyst,Ikke oplyst,Aktieselskab,13363528,5.000,-17000.0,DKK,2024.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MOVOTEC A/S,"Agern Alle 3, 2970 Hørsholm",Hørsholm,03.05.2012,Ikke oplyst,Ikke oplyst,Aktieselskab,34575495,500,-120000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JSE ApS,"Niels Jernes Vej 10, 9220 Aalborg Øst",Aalborg,22.04.1997,2.0,Mikro,Anpartsselskab,20035781,125,941000.0,DKK,2024.0,0,0,26,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
FERROPERM OPTICS A/S,"Stubbeled 7, 2950 Vedbæk",Rudersdal,01.12.1998,30.0,Lille,Aktieselskab,21325147,1.800,,nan,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Consibio ApS,"Sindalsvej 37, 8240 Risskov",Århus,28.08.2017,11.0,Lille,Anpartsselskab,38887068,73,310000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGNATEK ApS,"Michael Drewsens Vej 23, 8270 Højbjerg",Århus,08.02.1984,18.0,Lille,Anpartsselskab,74422411,200,15141000.0,DKK,2024.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Wear&Care ApS,"Elektronvej 10, 2670 Greve",Greve,19.06.2012,5.0,Mikro,Anpartsselskab,34607834,1.163,-3047000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVA ELEKTRO-OPTIK ApS,"Diplomvej 373 N 1, 2800 Kongens Lyngby",Lyngby-Taarbæk,16.05.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31429439,150,-70000.0,DKK,2024.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PCBMOTOR ApS,"Skovholmsvej 18, 3300 Frederiksværk",Halsnæs,28.03.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,30509218,47,339000.0,DKK,2024.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ProximiKey ApS,"Holmehaven 5, 2670 Greve",Greve,23.02.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43083481,100,-21000.0,DKK,2023.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSA Systems A/S,"Herluf Trolles Vej 116 C, 5220 Odense SØ",Odense,04.10.1993,29.0,Lille,Aktieselskab,17275992,450,22451000.0,DKK,2023.0,0,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mabrhe Holding ApS,"Brovænget 16, 2830 Virum",Lyngby-Taarbæk,25.06.2018,1.0,Mikro,Anpartsselskab,39672030,50,44000.0,DKK,2023.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nimobo ApS,"Kornmarken 2, 2880 Bagsværd",Gladsaxe,14.09.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42680389,40,24000.0,DKK,2023.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAZELLE GROUP INTERNATIONAL A/S,"Nakskovvej 89, 2500 Valby",København,21.03.2000,2.0,Mikro,Aktieselskab,25284119,1.000,358000.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PR Consulting ApS,","Dronning Louises Vej 14, 2920 Charlottenlund",Gentofte,26.05.1972,Ikke oplyst,Ikke oplyst,Anpartsselskab,45364216,50,0.0,DKK,2024.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
quantIRed ApS,"Haraldstedvej 47, 4100 Ringsted",Ringsted,21.03.2024,1.0,Mikro,Anpartsselskab,44721503,2.000,-21000.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PoleDetect Holding ApS,"Sybergsvej 11, 7000 Fredericia",Fredericia,10.12.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42893935,60,-40000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPACECOM A/S,"Skivevej 83, 9500 Hobro",Mariagerfjord,26.10.1999,20.0,Lille,Aktieselskab,25089375,1.000,15940000.0,DKK,2023.0,1,0,26,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
UVL A/S,"Søren Frichs Vej 50, 8230 Åbyhøj",Århus,01.04.2020,5.0,Mikro,Aktieselskab,41273135,400,1335000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SCAN-SPEAK A/S,"N C Madsensvej 1, 6920 Videbæk",Ringkøbing-Skjern,30.08.1983,49.0,Lille,Aktieselskab,70977311,1.320,11229000.0,DKK,2023.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EYE-GRAIN ApS,"Marielundvej 32 A 2, 2730 Herlev",Herlev,26.09.2012,12.0,Lille,Anpartsselskab,34709726,80,5744000.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INNOWARE ApS,"Dalgårdsparken 67, 8543 Hornslet",Syddjurs,01.01.2001,1.0,Mikro,Anpartsselskab,26118980,50,235000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flowplan ApS,"Mesterlodden 42, 2820 Gentofte",Gentofte,24.08.2017,8.0,Mikro,Anpartsselskab,38892827,44,2624000.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StepUp Solutions ApS,"Fruebjergvej 3, 2100 København Ø",København,26.04.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38597434,40,-33000.0,DKK,2024.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VISION AUTOMATION A/S,"Hammerbakken 19, 3460 Birkerød",Rudersdal,02.06.1992,14.0,Lille,Aktieselskab,16216879,500,40421000.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Archer ApS,"Filmbyen 25 5, 8000 Aarhus C",Århus,20.05.2020,2.0,Mikro,Anpartsselskab,41375027,40,1371000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BRUNATA A/S,"Vesterlundvej 14, 2730 Herlev",Herlev,03.04.1939,281.0,Stor,Aktieselskab,22166514,2.392,217720000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECHTO Electronics A/S,"Farvervej 35, 8800 Viborg",Viborg,08.03.2019,10.0,Lille,Aktieselskab,40328084,500,331000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frontmatec Tandslet A/S,"Mommarkvej 293 B, 6470 Sydals",Sønderborg,22.06.1990,210.0,Mellemstor,Aktieselskab,14307184,1.300,51583000.0,DKK,2023.0,1,0,26,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MPR Technologies ApS,"Melchiors Plads 4 4 tv, 2100 København Ø",København,30.04.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42357162,40,0.0,DKK,2023.0,0,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JJ MECHATRONIC A/S,"Industriparken 17, 4450 Jyderup",Holbæk,01.01.1987,35.0,Lille,Aktieselskab,10613442,1.000,19432000.0,DKK,2024.0,1,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INNOMEDITECH ApS,"Pilevangen 21, 8355 Solbjerg",Århus,01.03.2007,Ikke oplyst,Ikke oplyst,Anpartsselskab,30359119,125,0.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mekoprint Seritronic A/S,"Juelstrupparken 8, 9530 Støvring",Rebild,17.06.2015,71.0,Mellemstor,Aktieselskab,36926406,500,38721000.0,DKK,2024.0,0,0,26,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LYDKRAFT ApS,"Ved Damhussøen 38, 2720 Vanløse",København,26.02.1989,4.0,Mikro,Anpartsselskab,13168148,139,9447000.0,DKK,2024.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALI A/S,"Dali Alle 1, 9610 Nørager",Rebild,29.10.2004,98.0,Mellemstor,Aktieselskab,28156073,22.659,76185000.0,DKK,2024.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TONICA ELEKTRONIK A/S,"Lucernemarken 15, 3520 Farum",Furesø,31.05.1994,66.0,Mellemstor,Aktieselskab,17855336,1.325,68648000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MyBlood ApS,"Niels Jernes Vej 10, 9220 Aalborg Øst",Aalborg,11.09.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41668393,40,0.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREEN INSTRUMENTS A/S,"Erhvervsparken 29, 9700 Brønderslev",Brønderslev-Dronninglund,01.02.1999,61.0,Mellemstor,Aktieselskab,21459437,1.015,68245000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATLANT 3D Nanosystems ApS,"Mårkærvej 2 B, 2630 Taastrup",Høje-Taastrup,23.11.2018,33.0,Lille,Anpartsselskab,40051171,61,-1567000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Clair Scientific ApS,"Hørkær 1 A 1, 2730 Herlev",Herlev,09.02.2023,4.0,Mikro,Anpartsselskab,43839306,54,384000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Purifi Transducer Technology ApS,"Ledreborg Alle 118 D, 4000 Roskilde",Roskilde,11.05.2017,9.0,Mikro,Anpartsselskab,38644416,50,-46000.0,DKK,2024.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KJ ELECTRONICS ApS,"Tuborgvej 58, 4540 Fårevejle",Odsherred,08.11.2011,2.0,Mikro,Anpartsselskab,34048290,80,1540000.0,DKK,2023.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StepUp Health ApS,"Fruebjergvej 3, 2100 København Ø",København,22.10.2020,3.0,Mikro,Anpartsselskab,41781505,40,-5000.0,DKK,2024.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOSS ANALYTICAL A/S,"Nils Foss Alle 1, 3400 Hillerød",Hillerød,14.12.1983,668.0,Stor,Aktieselskab,73399815,20.500,1019891000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GameDev ApS,"Lindevangen 30, 2830 Virum",Lyngby-Taarbæk,10.08.2017,1.0,Mikro,Anpartsselskab,38864645,40,814000.0,DKK,2024.0,0,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORDIC CONTROL SYSTEMS ApS,"Jernbanegade 27, 6000 Kolding",Kolding,26.05.2008,3.0,Mikro,Anpartsselskab,31472431,125,1326000.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AeroCollect A/S,"Park Allé 345, 2605 Brøndby",Brøndby,15.06.2021,9.0,Mikro,Aktieselskab,42471585,773,-960000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UV-AGRI ApS,"Søren Frichs Vej 50, 8230 Åbyhøj",Århus,17.01.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43019759,50,581000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Envavo ApS,"Bakkegårdsvej 21, 6340 Kruså",Aabenraa,25.01.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38378562,413,-2000.0,DKK,2023.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foodoptimize ApS,"Maskinvej 5, 2860 Søborg",Gladsaxe,27.02.2020,14.0,Lille,Anpartsselskab,41210087,1.337,0.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Design Direction ApS,"Baggeskærvej 23, 7400 Herning",Herning,17.03.2021,1.0,Mikro,Anpartsselskab,42232793,60,0.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FirstForm ApS,"Erisvænget 47, 6710 Esbjerg V",Esbjerg,12.08.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39777568,80,-13000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMETEK DENMARK A/S,"Gydevang 32-34, 3450 Allerød",Allerød,01.09.1990,43.0,Lille,Aktieselskab,14747079,500,98178000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selskabet Egelund Marine I ApS,"Troensevej 12, 9220 Aalborg Øst",Aalborg,01.07.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37867020,50,-11000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.D. CONSULT PRODUCTION ApS,"Sjællandsvej 11, 9500 Hobro",Mariagerfjord,23.03.2007,Ikke oplyst,Ikke oplyst,Anpartsselskab,30365305,125,-25000.0,DKK,2023.0,0,0,26,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TEESUVAC ApS,"Agern Alle 5 A, 2970 Hørsholm",Hørsholm,27.03.2013,6.0,Mikro,Anpartsselskab,35206701,519,-1934000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
VRPRO APS,"Siljangade 1 st, 2300 København S",København,01.11.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,40130241,50,417000.0,DKK,2023.0,0,0,26,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENHANCED COMMUNICATION TECHNOLOGY A/S,"Runetoften 14 B st tv, 8210 Aarhus V",Århus,30.06.1998,3.0,Mikro,Aktieselskab,21556998,556,2114000.0,DKK,2023.0,0,0,26,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trika EMS ApS,"Grønvangsallé 10, 6600 Vejen",Vejen,27.07.2006,4.0,Mikro,Anpartsselskab,29695180,126,6339000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LMT Gruppen ApS,"Brogårdsvej 10 A, 8370 Hadsten",Favrskov,01.01.1988,5.0,Mikro,Anpartsselskab,11747604,500,1615000.0,DKK,2024.0,0,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORTOFON HEARING ApS,"Stavangervej 9, 4900 Nakskov",Lolland,18.02.2009,Ikke oplyst,Ikke oplyst,Anpartsselskab,32063616,125,,nan,2023.0,0,0,26,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sens4 A/S,"Nordre Strandvej 119 G 1, 3150 Hellebæk",Helsingør,21.02.2018,9.0,Mikro,Aktieselskab,39389029,500,8502000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vifa Denmark ApS,"Jukkerupvænge 1, 4420 Regstrup",Holbæk,08.12.2009,Ikke oplyst,Ikke oplyst,Anpartsselskab,32663079,500,-88000.0,DKK,2023.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPECTRONIC DENMARK A/S,"Haraldsvej 64 B, 8960 Randers SØ",Randers,01.08.1989,34.0,Lille,Aktieselskab,13449848,500,24198000.0,DKK,2024.0,0,0,26,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AstroNova Scandinavia ApS,"Marielundvej 46, 2730 Herlev",Herlev,30.09.2012,4.0,Mikro,Anpartsselskab,34715009,107,10371000.0,DKK,2024.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OVERGAARD & PARTNERS ApS,"Ketting Parkvej 60, 8462 Harlev J",Århus,14.09.2003,Ikke oplyst,Ikke oplyst,Anpartsselskab,27345301,125,-6000.0,DKK,2023.0,0,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DELTA OPTICAL THIN FILM A/S,"Fremtidsvej 1, 2970 Hørsholm",Hørsholm,18.12.2014,19.0,Lille,Aktieselskab,36468211,4.100,13426000.0,DKK,2024.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ELM Tech ApS,"Sønderskovvej 12 A, 8520 Lystrup",Århus,22.04.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36723742,75,4000.0,DKK,2024.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DPA MICROPHONES A/S,"Kokkedal Industripark 101, 2980 Kokkedal",Fredensborg,01.02.1992,175.0,Mellemstor,Aktieselskab,15912200,1.050,160979000.0,DKK,2023.0,1,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Solcelle Service ApS,"Ågeruphøj 51, 4000 Roskilde",Roskilde,24.04.2022,1.0,Mikro,Anpartsselskab,43218301,100,475000.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WB ELECTRONICS ApS,"Kaj Munks Vej 11, 7400 Herning",Herning,30.06.2005,2.0,Mikro,Anpartsselskab,28867891,125,7539000.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FREKE ELEKTRONIK ApS,"Bøgebakken 18, 8600 Silkeborg",Silkeborg,19.03.2001,Ikke oplyst,Ikke oplyst,Anpartsselskab,25954114,125,98000.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alscom ApS,"Nørre Landevej 14, 6470 Sydals",Sønderborg,12.10.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37150037,50,,nan,2023.0,0,0,26,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KOFLAR NIGHTSYSTEMS ApS,"Toften 35, 9280 Storvorde",Aalborg,19.06.2006,Ikke oplyst,Ikke oplyst,Anpartsselskab,29625824,125,-1444000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jirhro ApS,"Kølkær Hovedgade 24, 7400 Herning",Herning,06.04.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43183834,105,,nan,2023.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spectra ApS,"Wesselsvej 12, 7500 Holstebro",Holstebro,01.07.2015,1.0,Mikro,Anpartsselskab,36948795,50,890000.0,DKK,2023.0,0,0,26,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APATOR MIITORS ApS,"Bautavej 1 A, 8210 Aarhus V",Århus,27.01.2010,23.0,Lille,Anpartsselskab,32763286,589,13564000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOMATICS TECHNOLOGY ApS,"Strandpromenaden 39, 2100 København Ø",København,01.12.2014,1.0,Mikro,Anpartsselskab,36451491,710,465000.0,DKK,2023.0,0,0,26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DSE TEST SOLUTIONS A/S,"Sverigesvej 19, 8700 Horsens",Horsens,01.01.2009,35.0,Lille,Aktieselskab,32069878,1.000,28557000.0,DKK,2024.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Displayy.io ApS,"Gøngehusvej 106, 2950 Vedbæk",Rudersdal,21.10.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40875093,40,-14000.0,DKK,2023.0,0,0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOS MEDTECH PINOL A/S,"Engvej 33, 3330 Gørløse",Hillerød,04.04.1990,197.0,Mellemstor,Aktieselskab,13746184,1.000,141052000.0,DKK,2023.0,1,0,26,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Adelby Avionics ApS,"Gl Hærkrovej 11, 8620 Kjellerup",Silkeborg,28.02.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40300619,40,0.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digital Gas Measurement ApS,"Industrivej 15, 8830 Tjele",Viborg,26.01.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,43840967,40,-32000.0,DKK,2023.0,0,0,26,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
